,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Hamilton,3, , ,0,2:05.093
1,3,2,Button,3,1.6,1.600,0,2:05.677
2,3,3,Webber,3,3.4,1.700,0,2:06.427
3,3,4,Vettel,3,4.8,1.400,0,2:06.856
4,3,5,Alonso,3,5.9,1.100,0,2:07.294
5,3,6,Rosberg,3,7.3,1.300,0,2:06.754
6,3,7,Maldonado,3,8.3,0.900,0,2:07.289
7,3,8,Raikkonen,3,10.0,1.700,0,2:08.117
8,3,9,Kobayashi,3,10.8,0.700,0,2:08.004
9,3,10,Massa,3,12.4,1.600,0,2:08.738
10,3,11,Hulkenberg,3,14.3,1.800,0,2:09.349
11,3,12,Vergne,3,15.0,0.700,0,2:09.361
12,3,13,Schumacher,3,16.4,1.400,0,2:09.342
13,3,14,Kovalainen,3,17.4,0.900,0,2:11.628
14,3,15,Ricciardo,3,17.5,0.100,0,2:10.299
15,3,16,Di Resta,OUT,17.9,0.400,1,
16,3,17,Petrov,3,18.7,0.700,0,2:10.744
17,3,18,Grosjean,3,19.4,0.700,0,2:08.464
18,3,19,Glock,3,20.5,1.000,0,2:12.536
19,3,20,Pic,3,23.6,3.000,0,2:13.882
20,3,21,Karthikeyan,3,25.5,1.900,0,2:13.354
21,3,22,de la Rosa,3,29.8,4.300,0,2:13.395
22,3,23,Perez,3,30.8,0.900,1,2:26.230
23,3,24,Senna,3,60.9,30.100,1,2:34.817
0,4,1,Hamilton,4, , ,0,2:07.896
1,4,2,Button,4,1.9,1.900,0,2:08.213
2,4,3,Webber,4,4.5,2.500,0,2:09.052
3,4,4,Vettel,4,7.5,3.000,0,2:10.650
4,4,5,Alonso,4,8.4,0.800,0,2:10.363
5,4,6,Rosberg,4,9.5,1.100,0,2:10.115
6,4,7,Maldonado,4,10.9,1.300,0,2:10.571
7,4,8,Raikkonen,4,13.9,2.900,0,2:11.713
8,4,9,Kobayashi,4,14.9,1.000,0,2:11.984
9,4,10,Hulkenberg,4,17.3,2.300,0,2:10.901
10,4,11,Vergne,4,18.9,1.600,0,2:11.797
11,4,12,Massa,OUT,20.4,1.500,1,
12,4,13,Schumacher,4,20.6,0.100,0,2:12.049
13,4,14,Kovalainen,4,23.1,2.400,0,2:13.602
14,4,15,Ricciardo,4,23.4,0.300,0,2:13.782
15,4,16,Petrov,4,24.5,1.000,0,2:13.669
16,4,17,Grosjean,4,24.5,0.000,0,2:12.909
17,4,18,Glock,OUT,31.0,6.500,1,
18,4,19,Perez,4,32.8,1.700,1,2:09.943
19,4,20,Karthikeyan,4,33.7,0.800,0,2:16.057
20,4,21,Pic,PIT,37.4,3.700,1,
21,4,22,de la Rosa,4,38.2,0.700,0,2:16.224
22,4,23,Di Resta,4,39.5,1.300,1,2:29.457
23,4,24,Senna,4,60.9,30.100,1,2:34.817
0,5,1,Hamilton,5, , ,0,2:11.167
1,5,2,Webber,5,6.8,6.800,0,2:13.473
2,5,3,Button,OUT,7.1,0.200,0,
3,5,4,Vettel,5,10.1,2.900,0,2:13.699
4,5,5,Rosberg,5,12.9,2.800,0,2:14.564
5,5,6,Maldonado,5,14.5,1.500,0,2:14.693
6,5,7,Alonso,OUT,15.4,0.900,1,
7,5,8,Raikkonen,5,17.3,1.800,0,2:14.580
8,5,9,Kobayashi,5,18.4,1.100,0,2:14.660
9,5,10,Vergne,5,22.6,4.200,0,2:14.900
10,5,11,Schumacher,5,23.4,0.700,0,2:13.977
11,5,12,Hulkenberg,OUT,23.7,0.300,1,
12,5,13,Perez,5,31.7,7.900,1,2:10.036
13,5,14,Ricciardo,OUT,31.9,0.100,1,
14,5,15,Petrov,OUT,34.6,2.700,1,
15,5,16,Kovalainen,PIT,36.5,1.900,1,
16,5,17,Karthikeyan,5,38.5,1.900,0,2:15.986
17,5,18,Massa,5,40.3,1.700,1,2:31.014
18,5,19,Di Resta,5,41.5,1.200,1,2:13.148
19,5,20,de la Rosa,5,46.2,4.700,0,2:19.227
20,5,21,Glock,5,52.4,6.100,1,2:32.496
21,5,22,Grosjean,×,1L, ,0,
22,5,23,Pic,OUT,37.4,3.700,1,
23,5,24,Senna,5,62.5,23.000,1,2:09.482
0,6,1,Hamilton,OUT, , ,0,
1,6,2,Webber,OUT,8.0,8.000,1,
2,6,3,Button,6,20.1,0.000,0,2:31.560
3,6,4,Vettel,OUT,14.9,6.800,1,
4,6,5,Rosberg,OUT,19.1,4.200,1,
5,6,6,Maldonado,OUT,20.0,0.900,1,
6,6,7,Raikkonen,OUT,23.4,3.200,1,
7,6,8,Perez,6,26.0,2.600,1,2:12.859
8,6,9,Kobayashi,OUT,26.7,0.700,1,
9,6,10,Schumacher,OUT,27.6,0.900,1,
10,6,11,Vergne,6,28.2,0.500,0,2:24.186
11,6,12,Alonso,6,29.6,1.300,1,2:32.702
12,6,13,Karthikeyan,6,37.1,7.500,0,2:17.219
13,6,14,Massa,6,38.2,1.000,1,2:16.527
14,6,15,Di Resta,6,39.5,1.200,1,2:16.598
