,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Button,3, , ,0,1:33.414
1,3,2,Hamilton,3,2.2,2.200,0,1:34.297
2,3,3,Schumacher,3,4.4,2.200,0,1:35.127
3,3,4,Vettel,3,5.5,1.000,0,1:35.160
4,3,5,Rosberg,3,6.2,0.700,0,1:36.234
5,3,6,Alonso,3,7.9,1.600,0,1:35.866
6,3,7,Maldonado,3,8.3,0.400,0,1:36.857
7,3,8,Webber,3,8.5,0.200,0,1:35.939
8,3,9,Massa,3,10.9,2.300,0,1:36.908
9,3,10,Grosjean,3,4.4,0.700,0,
10,3,11,Kobayashi,3,7.6,0.100,0,
11,3,12,Perez,3,7.9,0.300,0,
12,3,13,Raikkonen,3,9.1,1.200,0,
13,3,14,Glock,3,11.5,2.300,0,
14,3,15,Di Resta,3,11.5,0.000,0,
15,3,16,Vergne,3,12.8,1.200,0,
16,3,17,Kovalainen,3,13.7,0.900,0,
17,3,18,Pic,3,16.4,2.700,0,
18,3,19,Petrov,3,16.5,0.000,0,
19,3,20,Senna,OUT,37.6,21.000,1,
20,3,21,Ricciardo,OUT,58.0,20.400,1,
21,3,22,Hulkenberg,×,2L, ,0,
0,4,1,Button,4, , ,0,1:33.350
1,4,2,Hamilton,4,2.4,2.400,0,1:33.566
2,4,3,Schumacher,4,5.5,3.000,0,1:34.402
3,4,4,Vettel,4,6.0,0.500,0,1:33.848
4,4,5,Rosberg,4,7.6,1.600,0,1:34.825
5,4,6,Alonso,4,8.6,0.900,0,1:34.081
6,4,7,Maldonado,4,9.6,0.900,0,1:34.569
7,4,8,Webber,4,10.1,0.500,0,1:34.896
8,4,9,Massa,4,10.9,2.300,0,1:36.908
9,4,10,Kobayashi,4,11.3,0.400,0,1:37.177
10,4,11,Perez,4,11.8,0.400,0,1:37.300
11,4,12,Raikkonen,4,12.4,0.500,0,1:36.631
12,4,13,Di Resta,4,14.3,1.900,0,1:36.182
13,4,14,Glock,4,17.1,2.700,0,1:38.975
14,4,15,Vergne,4,17.3,0.200,0,1:37.919
15,4,16,Kovalainen,4,18.0,0.600,0,1:37.690
16,4,17,Petrov,4,20.7,2.700,0,1:37.612
17,4,18,Pic,4,23.3,2.500,0,1:40.285
18,4,19,Senna,4,46.5,23.200,1,1:42.348
19,4,20,Ricciardo,4,68.7,22.100,1,1:44.100
20,4,21,Grosjean,×,2L, ,0,
