,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Hamilton,3, , ,0,1:47.726
1,3,2,Alonso,3,2.7,2.700,0,1:47.861
2,3,3,Button,3,4.2,1.500,0,1:48.705
3,3,4,Webber,3,4.8,0.600,0,1:48.735
4,3,5,Massa,3,5.5,0.600,0,1:48.960
5,3,6,Rosberg,3,6.6,1.100,0,1:49.142
6,3,7,Schumacher,3,5.9,0.700,0,
7,3,8,Sutil,3,6.6,0.600,0,
8,3,9,Perez,3,7.4,0.700,0,
9,3,10,Di Resta,3,8.2,0.800,0,
10,3,11,Kobayashi,3,9.6,1.300,0,
11,3,12,Buemi,3,9.9,0.200,0,
12,3,13,Petrov,3,10.3,0.400,0,
13,3,14,Alguersuari,3,10.8,0.400,0,
14,3,15,Kovalainen,3,11.3,0.500,0,
15,3,16,Glock,3,12.3,0.900,0,
16,3,17,Liuzzi,3,12.9,0.600,0,
17,3,18,Senna,OUT,13.3,0.300,1,
18,3,19,Barrichello,3,13.3,0.000,0,
19,3,20,Trulli,3,13.8,0.400,0,
20,3,21,Maldonado,3,14.4,0.500,0,
21,3,22,D'Ambrosio,3,15.1,0.700,0,
22,3,23,Ricciardo,3,15.5,0.300,0,
23,3,24,Vettel,PIT,63.3,47.800,1,
0,4,1,Hamilton,4, , ,0,1:47.134
1,4,2,Alonso,4,2.8,2.800,0,1:47.287
2,4,3,Button,4,5.2,2.300,0,1:48.114
3,4,4,Webber,4,6.1,0.900,0,1:48.437
4,4,5,Massa,4,6.7,0.600,0,1:48.362
5,4,6,Rosberg,4,6.6,1.100,0,1:49.142
6,4,7,Schumacher,4,7.6,0.900,0,1:49.414
7,4,8,Sutil,4,8.8,1.200,0,1:49.953
8,4,9,Di Resta,4,11.3,2.400,0,1:50.830
9,4,10,Perez,OUT,11.8,0.500,1,
10,4,11,Kobayashi,4,13.0,1.200,0,1:51.144
11,4,12,Buemi,4,13.6,0.500,0,1:51.456
12,4,13,Petrov,4,14.4,0.700,0,1:51.797
13,4,14,Alguersuari,4,14.9,0.400,0,1:51.789
14,4,15,Kovalainen,4,15.4,0.500,0,1:51.812
15,4,16,Glock,4,16.6,1.100,0,1:52.000
16,4,17,Barrichello,4,17.3,0.700,0,1:51.676
17,4,18,Liuzzi,4,18.7,1.300,0,1:53.452
