,snap_num,pos,nick,lap,gap
20,51,21,Trulli,48,3L
21,51,22,Liuzzi,OUT,3L
22,51,23,Schumacher,×,22L
23,51,24,Glock,×,41L
0,52,1,Vettel,52, 
1,52,2,Button,52,9.5
2,52,3,Webber,52,14.2
3,52,4,Alonso,52,35.2
4,52,5,Di Resta,52,39.7
5,52,6,Rosberg,52,43.7
6,52,7,Sutil,52,46.9
7,52,8,Hamilton,52,47.7
8,52,9,Perez,52,50.0
9,52,10,Barrichello,52,59.2
10,52,11,Massa,52,64.6
11,52,12,Maldonado,52,80.6
12,52,13,Buemi,52,91.0
13,52,14,Kobayashi,51,1L
14,52,15,Alguersuari,51,1L
15,52,16,Senna,50,2L
16,52,17,D'Ambrosio,50,2L
17,52,18,Kovalainen,50,2L
18,52,19,Petrov,50,2L
19,52,20,Ricciardo,49,3L
20,52,21,Trulli,49,3L
21,52,22,Liuzzi,OUT,3L
22,52,23,Schumacher,×,23L
23,52,24,Glock,×,42L
0,53,1,Vettel,53, 
1,53,2,Button,53,12.3
2,53,3,Webber,53,20.1
3,53,4,Alonso,53,38.5
4,53,5,Di Resta,53,46.5
5,53,6,Rosberg,53,51.1
6,53,7,Hamilton,53,51.3
7,53,8,Sutil,53,54.3
8,53,9,Perez,53,57.2
9,53,10,Barrichello,53,66.6
10,53,11,Massa,53,69.5
11,53,12,Maldonado,53,86.4
12,53,13,Buemi,53,94.5
13,53,14,Kobayashi,52,1L
14,53,15,Alguersuari,52,1L
15,53,16,Senna,51,2L
16,53,17,D'Ambrosio,51,2L
17,53,18,Kovalainen,51,2L
18,53,19,Petrov,51,2L
19,53,20,Ricciardo,50,3L
20,53,21,Trulli,×,5L
21,53,22,Liuzzi,49,4L
22,53,23,Schumacher,×,24L
23,53,24,Glock,×,43L
0,54,1,Vettel,54, 
1,54,2,Button,54,12.7
2,54,3,Webber,54,22.7
3,54,4,Alonso,54,40.4
4,54,5,Di Resta,54,51.2
5,54,6,Hamilton,54,53.4
6,54,7,Rosberg,54,58.4
7,54,8,Sutil,54,59.8
8,54,9,Perez,54,61.7
9,54,10,Barrichello,54,72.4
10,54,11,Massa,54,73.3
11,54,12,Maldonado,54,89.8
12,54,13,Buemi,54,96.9
13,54,14,Kobayashi,53,1L
14,54,15,Alguersuari,53,1L
15,54,16,Senna,52,2L
16,54,17,D'Ambrosio,52,2L
17,54,18,Kovalainen,52,2L
18,54,19,Petrov,52,2L
19,54,20,Ricciardo,51,3L
20,54,21,Liuzzi,50,4L
21,54,22,Trulli,×,6L
22,54,23,Schumacher,×,25L
23,54,24,Glock,×,44L
0,55,1,Vettel,55, 
1,55,2,Button,55,11.7
2,55,3,Webber,55,23.7
3,55,4,Alonso,55,42.8
4,55,5,Hamilton,55,55.2
5,55,6,Di Resta,55,57.5
6,55,7,Rosberg,55,64.6
7,55,8,Sutil,55,65.7
8,55,9,Perez,55,67.0
9,55,10,Barrichello,55,78.7
10,55,11,Massa,55,79.0
11,55,12,Maldonado,55,93.9
12,55,13,Buemi,55,99.1
13,55,14,Kobayashi,54,1L
14,55,15,Alguersuari,54,1L
15,55,16,Senna,53,2L
16,55,17,Kovalainen,53,2L
17,55,18,D'Ambrosio,53,2L
18,55,19,Petrov,53,2L
19,55,20,Ricciardo,52,3L
20,55,21,Liuzzi,51,4L
21,55,22,Trulli,×,7L
22,55,23,Schumacher,×,26L
23,55,24,Glock,×,45L
0,56,1,Vettel,56, 
1,56,2,Button,56,8.6
2,56,3,Webber,56,23.3
3,56,4,Alonso,56,45.9
4,56,5,Hamilton,56,55.5
5,56,6,Di Resta,56,62.6
6,56,7,Rosberg,56,70.6
7,56,8,Sutil,56,71.7
8,56,9,Perez,56,72.7
9,56,10,Barrichello,56,86.8
10,56,11,Massa,56,87.0
11,56,12,Maldonado,56,97.9
12,56,13,Buemi,56,101.8
13,56,14,Kobayashi,PIT,1L
14,56,15,Alguersuari,54,2L
15,56,16,Senna,54,2L
16,56,17,Kovalainen,54,2L
17,56,18,D'Ambrosio,54,2L
18,56,19,Petrov,54,2L
19,56,20,Ricciardo,53,3L
20,56,21,Liuzzi,52,4L
21,56,22,Trulli,×,8L
22,56,23,Schumacher,×,27L
23,56,24,Glock,×,46L
0,57,1,Vettel,57, 
1,57,2,Button,57,7.9
2,57,3,Webber,57,24.5
3,57,4,Alonso,57,47.6
4,57,5,Hamilton,57,58.5
5,57,6,Di Resta,57,68.7
6,57,7,Rosberg,57,78.4
7,57,8,Sutil,57,79.2
8,57,9,Perez,57,80.0
9,57,10,Massa,57,94.2
10,57,11,Barrichello,57,96.5
11,57,12,Maldonado,57,102.9
12,57,13,Buemi,57,105.2
13,57,14,Kobayashi,OUT,1L
14,57,15,Alguersuari,55,2L
15,57,16,Senna,55,2L
16,57,17,Kovalainen,55,2L
17,57,18,Petrov,55,2L
18,57,19,D'Ambrosio,55,2L
19,57,20,Ricciardo,54,3L
20,57,21,Liuzzi,53,4L
21,57,22,Trulli,×,9L
22,57,23,Schumacher,×,28L
23,57,24,Glock,×,47L
0,58,1,Vettel,58, 
1,58,2,Button,58,6.5
2,58,3,Webber,58,26.3
3,58,4,Alonso,58,50.2
4,58,5,Hamilton,58,61.5
5,58,6,Di Resta,58,75.6
6,58,7,Rosberg,58,85.9
7,58,8,Sutil,58,86.9
8,58,9,Perez,58,87.7
9,58,10,Massa,58,99.0
10,58,11,Barrichello,58,105.1
11,58,12,Maldonado,58,107.9
12,58,13,Buemi,58,109.1
13,58,14,Alguersuari,56,2L
14,58,15,Kobayashi,56,2L
15,58,16,Senna,56,2L
16,58,17,Kovalainen,56,2L
17,58,18,Petrov,56,2L
18,58,19,D'Ambrosio,56,2L
19,58,20,Ricciardo,55,3L
20,58,21,Liuzzi,54,4L
21,58,22,Trulli,×,10L
22,58,23,Schumacher,×,29L
23,58,24,Glock,×,48L
0,59,1,Vettel,59, 
1,59,2,Button,59,3.7
2,59,3,Webber,59,28.6
3,59,4,Alonso,59,51.8
4,59,5,Hamilton,59,62.8
5,59,6,Di Resta,59,82.5
6,59,7,Rosberg,59,93.2
7,59,8,Sutil,59,93.9
8,59,9,Perez,59,94.7
9,59,10,Massa,59,101.7
10,59,11,Barrichello,58,1L
11,59,12,Maldonado,58,1L
12,59,13,Buemi,58,1L
13,59,14,Kobayashi,57,2L
14,59,15,Alguersuari,57,2L
15,59,16,Senna,57,2L
16,59,17,Kovalainen,57,2L
17,59,18,Petrov,57,2L
18,59,19,D'Ambrosio,57,2L
19,59,20,Ricciardo,56,3L
20,59,21,Liuzzi,55,4L
21,59,22,Trulli,×,11L
22,59,23,Schumacher,×,30L
23,59,24,Glock,×,49L
0,60,1,Vettel,60, 
1,60,2,Button,60,5.6
2,60,3,Webber,60,28.0
3,60,4,Alonso,60,50.7
4,60,5,Hamilton,60,63.1
5,60,6,Di Resta,60,87.9
6,60,7,Rosberg,60,99.3
7,60,8,Sutil,60,99.9
8,60,9,Perez,60,100.5
9,60,10,Massa,60,102.7
10,60,11,Barrichello,59,1L
11,60,12,Maldonado,59,1L
12,60,13,Buemi,59,1L
13,60,14,Kobayashi,58,2L
14,60,15,Alguersuari,58,2L
15,60,16,Senna,58,2L
16,60,17,Kovalainen,58,2L
17,60,18,Petrov,58,2L
18,60,19,D'Ambrosio,58,2L
19,60,20,Ricciardo,57,3L
20,60,21,Liuzzi,56,4L
21,60,22,Trulli,×,12L
22,60,23,Schumacher,×,31L
23,60,24,Glock,×,50L
0,61,1,Vettel,61, 
1,61,2,Button,61,6.5
2,61,3,Webber,61,29.5
3,61,4,Alonso,61,53.8
4,61,5,Hamilton,61,66.9
5,61,6,Di Resta,61,96.6
6,61,7,Rosberg,61,108.4
7,61,8,Sutil,61,109.0
8,61,9,Perez,61,109.6
9,61,10,Massa,61,109.7
10,61,11,Maldonado,60,1L
11,61,12,Buemi,60,1L
12,61,13,Barrichello,60,1L
13,61,14,Kobayashi,59,2L
14,61,15,Senna,59,2L
15,61,16,Kovalainen,59,2L
16,61,17,Petrov,59,2L
17,61,18,D'Ambrosio,59,2L
18,61,19,Alguersuari,×,4L
19,61,20,Ricciardo,57,4L
20,61,21,Liuzzi,57,4L
21,61,22,Trulli,×,13L
22,61,23,Schumacher,×,32L
23,61,24,Glock,×,51L
0,62,1,Vettel,60, 
1,62,2,Button,60,5.6
2,62,3,Webber,60,28.0
3,62,4,Alonso,60,50.7
4,62,5,Hamilton,60,63.1
5,62,6,Di Resta,60,87.9
6,62,7,Rosberg,60,99.3
7,62,8,Sutil,60,99.9
8,62,9,Perez,60,100.5
9,62,10,Massa,60,102.7
10,62,11,Barrichello,59,1L
11,62,12,Maldonado,59,1L
12,62,13,Buemi,59,1L
13,62,14,Kobayashi,58,2L
14,62,15,Alguersuari,58,2L
15,62,16,Senna,58,2L
16,62,17,Kovalainen,58,2L
17,62,18,Petrov,58,2L
18,62,19,D'Ambrosio,58,2L
19,62,20,Ricciardo,57,3L
20,62,21,Liuzzi,56,4L
21,62,22,Trulli,×,12L
22,62,23,Schumacher,×,31L
23,62,24,Glock,×,50L
