,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Rosberg,3, , ,0,1:42.827
1,3,2,Vettel,3,0.2,0.200,0,1:42.833
2,3,3,Alonso,3,0.7,0.400,0,1:42.927
3,3,4,Di Resta,3,1.4,0.700,0,1:42.800
4,3,5,Massa,3,1.8,0.400,0,1:42.773
5,3,6,Webber,3,2.4,0.500,0,1:42.678
6,3,7,Raikkonnen,3,3.0,0.400,0,1:42.654
7,3,8,Perez,3,4.1,0.900,0,1:42.900
8,3,9,Raikkonnen,3,4.4,0.300,0,1:44.274
9,3,10,Hamilton,3,4.7,0.700,0,
10,3,11,Grosjean,3,4.8,0.100,0,
11,3,12,Hulkenberg,3,5.6,0.700,0,
12,3,13,Ricciardo,3,6.4,0.700,0,
13,3,14,Maldonado,3,6.8,0.400,0,
14,3,15,Bottas,3,7.5,0.600,0,
15,3,16,Vergne,3,7.8,0.300,0,
16,3,17,Bianchi,3,9.5,1.600,0,
17,3,18,Van Der Garde,3,9.5,0.000,0,
18,3,19,Pic,3,9.8,0.300,0,
19,3,20,Chilton,3,10.2,0.300,0,
20,3,21,Gutierrez,OUT,14.0,3.700,1,
21,3,22,Sutil,OUT,58.7,44.700,1,
0,4,1,Vettel,4, , ,0,1:41.960
1,4,2,Rosberg,4,0.0,0.800,0,1:42.431
2,4,3,Rosberg,4,0.9,0.000,0,1:43.221
3,4,4,Di Resta,4,1.6,0.700,0,1:42.502
4,4,5,Massa,4,2.1,0.500,0,1:42.559
5,4,6,Webber,4,2.4,0.500,0,1:42.678
6,4,7,Button,4,3.2,0.700,0,1:42.654
7,4,8,Perez,4,4.1,0.900,0,1:42.900
8,4,9,Raikkonnen,4,4.4,0.300,0,1:44.274
9,4,10,Grosjean,4,4.9,0.400,0,1:42.932
10,4,11,Hamilton,4,5.5,0.500,0,1:43.612
11,4,12,Hulkenberg,4,5.9,0.400,0,1:43.129
12,4,13,Ricciardo,4,7.3,1.300,0,1:43.714
13,4,14,Maldonado,4,7.7,0.400,0,1:43.759
14,4,15,Bottas,4,9.9,2.100,0,1:45.179
15,4,16,Bianchi,4,12.0,2.100,0,1:45.396
16,4,17,Chilton,4,12.5,0.400,0,1:45.159
17,4,18,Pic,4,12.6,0.100,0,1:45.602
18,4,19,Van Der Garde,OUT,37.8,25.100,1,
19,4,20,Gutierrez,4,38.1,0.200,1,2:06.931
20,4,21,Sutil,4,81.2,43.100,1,2:05.330
21,4,22,Vergne,PIT,95.1,13.800,1,
0,5,1,Vettel,5, , ,0,1:41.417
1,5,2,Rosberg,5,1.5,1.500,0,1:41.945
2,5,3,Alonso,5,1.7,0.200,0,1:42.303
3,5,4,Di Resta,5,2.6,0.800,0,1:42.359
4,5,5,Massa,5,3.0,0.400,0,1:42.276
5,5,6,Webber,5,2.8,0.600,0,1:42.649
6,5,7,Button,5,3.2,0.400,0,1:42.316
7,5,8,Perez,5,4.6,1.300,0,1:42.743
8,5,9,Raikkonnen,5,5.0,0.400,0,1:42.833
9,5,10,Grosjean,5,5.7,0.700,0,1:43.049
10,5,11,Hamilton,5,6.2,0.400,0,1:42.946
11,5,12,Hulkenberg,5,6.6,0.300,0,1:42.929
12,5,13,Ricciardo,5,8.0,1.400,0,1:42.969
13,5,14,Maldonado,5,8.7,0.600,0,1:43.188
14,5,15,Bottas,5,10.3,1.500,0,1:42.673
15,5,16,Bianchi,5,14.0,3.600,0,1:44.195
16,5,17,Pic,5,14.2,0.200,0,1:43.807
17,5,18,Chilton,5,15.5,1.300,0,1:45.260
18,5,19,Gutierrez,5,37.8,22.200,1,1:41.991
19,5,20,Van Der Garde,5,63.4,25.600,1,2:07.908
20,5,21,Sutil,5,81.0,17.500,1,1:41.984
21,5,22,Vergne,OUT,95.1,13.800,1,
0,6,1,Vettel,5, , ,0,1:41.417
1,6,2,Rosberg,5,1.5,1.500,0,1:41.945
2,6,3,Alonso,5,1.7,0.200,0,1:42.303
3,6,4,Di Resta,5,2.6,0.800,0,1:42.359
4,6,5,Massa,5,3.0,0.400,0,1:42.276
5,6,6,Webber,5,3.7,0.700,0,1:42.328
6,6,7,Button,5,4.4,0.600,0,1:42.596
7,6,8,Perez,5,5.2,0.700,0,1:42.050
8,6,9,Raikkonnen,5,5.0,0.400,0,1:42.833
9,6,10,Grosjean,5,5.7,0.700,0,1:43.049
10,6,11,Hamilton,5,6.2,0.400,0,1:42.946
11,6,12,Hulkenberg,5,6.6,0.300,0,1:42.929
12,6,13,Ricciardo,5,8.0,1.400,0,1:42.969
13,6,14,Maldonado,5,8.7,0.600,0,1:43.188
14,6,15,Bottas,5,10.3,1.500,0,1:42.673
15,6,16,Bianchi,5,14.0,3.600,0,1:44.195
16,6,17,Pic,5,14.2,0.200,0,1:43.807
17,6,18,Chilton,5,15.5,1.300,0,1:45.260
18,6,19,Gutierrez,5,37.8,22.200,1,1:41.991
19,6,20,Van Der Garde,5,63.4,25.600,1,2:07.908
20,6,21,Sutil,5,81.0,17.500,1,1:41.692
