,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Rosberg,4, , ,0,1:43.610
1,3,2,Schumacher,4,1.6,1.600,0,1:44.148
2,3,3,Button,4,3.3,1.600,0,1:44.128
3,3,4,Raikkonen,4,4.0,0.700,0,1:44.161
4,3,5,Hamilton,4,4.8,0.700,0,1:44.169
5,3,6,Perez,4,5.2,0.400,0,1:44.118
6,3,7,Kobayashi,4,6.4,1.200,0,1:44.182
7,3,8,Alonso,4,7.3,0.900,0,1:44.284
8,3,9,Webber,4,7.9,0.600,0,1:44.439
9,3,10,Massa,4,9.1,1.100,0,1:44.828
10,3,11,Grosjean,4,9.8,0.600,0,1:45.090
11,3,12,Senna,4,10.8,1.000,0,1:45.274
12,3,13,Di Resta,4,11.5,0.600,0,1:44.998
13,3,14,Vettel,4,11.9,0.400,0,1:45.130
14,3,15,Maldonado,4,12.6,0.600,0,1:44.955
15,3,16,Kovalainen,4,14.4,1.800,0,1:45.674
16,3,17,Hulkenberg,4,15.4,1.000,0,1:45.607
17,3,18,Ricciardo,4,16.1,0.600,0,1:45.307
18,3,19,Petrov,4,18.2,2.100,0,1:46.514
19,3,20,Glock,4,18.6,0.300,0,1:47.206
20,3,21,Vergne,4,19.2,0.600,0,1:45.550
21,3,22,Pic,4,21.1,1.900,0,1:47.946
22,3,23,de la Rosa,4,22.4,1.200,0,1:48.061
23,3,24,Karthikeyan,4,24.4,2.000,0,1:49.086
0,4,1,Rosberg,4, , ,0,1:43.610
1,4,2,Schumacher,4,1.6,1.600,0,1:44.148
2,4,3,Button,4,3.3,1.600,0,1:44.128
3,4,4,Raikkonen,5,4.3,0.800,0,1:44.008
4,4,5,Hamilton,5,5.0,0.700,0,1:43.982
5,4,6,Perez,5,5.8,0.700,0,1:44.336
6,4,7,Kobayashi,5,6.8,0.900,0,1:44.080
7,4,8,Alonso,5,7.8,1.000,0,1:44.205
8,4,9,Webber,5,8.4,0.500,0,1:44.179
9,4,10,Massa,5,9.9,1.500,0,1:44.519
10,4,11,Grosjean,5,10.4,0.500,0,1:44.366
11,4,12,Senna,5,11.8,1.300,0,1:44.701
12,4,13,Di Resta,5,12.4,0.600,0,1:44.636
13,4,14,Vettel,5,13.0,0.500,0,1:44.786
14,4,15,Maldonado,5,13.5,0.500,0,1:44.640
15,4,16,Kovalainen,5,16.5,3.000,0,1:45.897
16,4,17,Hulkenberg,5,17.2,0.600,0,1:45.472
17,4,18,Ricciardo,5,17.7,0.500,0,1:45.402
18,4,19,Petrov,5,20.3,2.500,0,1:45.805
19,4,20,Vergne,5,21.0,0.700,0,1:45.586
20,4,21,Glock,5,22.6,1.500,0,1:47.700
21,4,22,Pic,5,24.6,2.000,0,1:47.266
22,4,23,de la Rosa,5,26.0,1.400,0,1:47.404
23,4,24,Karthikeyan,5,28.1,2.000,0,1:47.466
0,5,1,Rosberg,5, , ,0,1:43.730
1,5,2,Schumacher,5,2.0,2.000,0,1:44.112
2,5,3,Button,5,3.4,1.400,0,1:43.922
3,5,4,Raikkonen,5,4.3,0.800,0,1:44.008
4,5,5,Hamilton,5,5.0,0.700,0,1:43.982
5,5,6,Perez,5,5.8,0.700,0,1:44.336
6,5,7,Kobayashi,5,6.8,0.900,0,1:44.080
7,5,8,Alonso,5,7.8,1.000,0,1:44.205
8,5,9,Webber,5,8.4,0.500,0,1:44.179
9,5,10,Massa,5,9.9,1.500,0,1:44.519
10,5,11,Grosjean,5,10.4,0.500,0,1:44.366
11,5,12,Senna,5,11.8,1.300,0,1:44.701
12,5,13,Di Resta,5,12.4,0.600,0,1:44.636
13,5,14,Vettel,5,13.0,0.500,0,1:44.786
14,5,15,Maldonado,5,13.5,0.500,0,1:44.640
15,5,16,Kovalainen,5,16.5,3.000,0,1:45.897
16,5,17,Hulkenberg,5,17.2,0.600,0,1:45.472
17,5,18,Ricciardo,5,17.7,0.500,0,1:45.402
18,5,19,Petrov,5,20.3,2.500,0,1:45.805
19,5,20,Vergne,5,21.0,0.700,0,1:45.586
20,5,21,Glock,5,22.6,1.500,0,1:47.700
21,5,22,Pic,5,24.6,2.000,0,1:47.266
22,5,23,de la Rosa,5,26.0,1.400,0,1:47.404
23,5,24,Karthikeyan,5,28.1,2.900,0,1:47.914
0,6,1,Rosberg,7, , ,0,1:43.940
1,6,2,Schumacher,7,2.9,2.900,0,1:44.173
2,6,3,Button,7,4.0,1.100,0,1:44.120
3,6,4,Raikkonen,7,4.6,0.500,0,1:43.996
4,6,5,Hamilton,7,5.7,1.100,0,1:43.989
5,6,6,Perez,7,6.3,0.600,0,1:43.933
6,6,7,Kobayashi,7,7.2,0.900,0,1:44.049
7,6,8,Alonso,7,8.9,1.700,0,1:44.154
8,6,9,Massa,7,11.5,2.500,0,1:44.594
9,6,10,Grosjean,7,12.1,0.500,0,1:44.557
10,6,11,Webber,OUT,13.7,1.600,1,
11,6,12,Senna,7,13.9,0.100,0,1:44.326
12,6,13,Di Resta,7,14.6,0.700,0,1:44.439
13,6,14,Vettel,7,15.0,0.400,0,1:44.657
14,6,15,Maldonado,7,15.7,0.600,0,1:44.759
15,6,16,Kovalainen,7,19.7,4.000,0,1:45.275
16,6,17,Hulkenberg,7,20.4,0.600,0,1:45.277
17,6,18,Ricciardo,7,20.8,0.400,0,1:45.226
18,6,19,Petrov,7,23.5,2.700,0,1:45.353
19,6,20,Vergne,7,23.9,0.400,0,1:45.345
20,6,21,Glock,7,28.3,4.300,0,1:46.591
21,6,22,Pic,7,30.4,2.000,0,1:46.307
22,6,23,de la Rosa,7,32.4,2.000,0,1:46.861
23,6,24,Karthikeyan,7,36.2,3.700,0,1:47.622
0,7,1,Rosberg,7, , ,0,1:43.940
1,7,2,Schumacher,7,2.9,3.500,0,1:44.341
2,7,3,Button,8,4.4,0.900,0,1:44.056
3,7,4,Raikkonen,8,5.0,0.600,0,1:44.183
4,7,5,Hamilton,8,5.7,0.600,0,1:43.728
5,7,6,Perez,8,6.5,0.700,0,1:43.911
6,7,7,Kobayashi,8,7.7,1.200,0,1:44.218
7,7,8,Alonso,8,9.6,1.800,0,1:44.365
8,7,9,Massa,8,12.2,2.600,0,1:44.397
9,7,10,Grosjean,8,12.7,0.500,0,1:44.346
10,7,11,Senna,8,14.6,1.800,0,1:44.403
11,7,12,Di Resta,8,15.3,0.700,0,1:44.438
12,7,13,Vettel,8,15.8,0.400,0,1:44.437
13,7,14,Maldonado,8,16.6,0.700,0,1:44.591
14,7,15,Kovalainen,8,21.8,5.200,0,1:45.793
15,7,16,Hulkenberg,8,22.4,0.600,0,1:45.789
16,7,17,Ricciardo,8,22.7,0.200,0,1:45.614
17,7,18,Petrov,8,25.5,2.700,0,1:45.699
18,7,19,Vergne,8,26.0,0.500,0,1:45.810
19,7,20,Webber,8,30.0,3.900,1,1:59.956
20,7,21,Glock,8,31.5,1.500,0,1:46.884
21,7,22,Pic,8,33.6,2.000,0,1:46.854
22,7,23,de la Rosa,8,35.7,2.100,0,1:46.979
23,7,24,Karthikeyan,8,40.3,4.600,0,1:47.875
0,8,1,Rosberg,9, , ,0,1:43.650
1,8,2,Schumacher,9,4.1,4.100,0,1:44.288
2,8,3,Button,9,5.1,1.000,0,1:44.389
3,8,4,Raikkonen,9,5.6,0.400,0,1:44.206
4,8,5,Hamilton,9,6.3,0.600,0,1:44.218
5,8,6,Perez,9,6.8,0.500,0,1:43.976
6,8,7,Kobayashi,9,8.5,1.700,0,1:44.461
7,8,8,Alonso,9,10.0,1.400,0,1:44.073
8,8,9,Massa,9,13.1,3.000,0,1:44.516
9,8,10,Grosjean,9,13.5,0.400,0,1:44.467
10,8,11,Senna,9,15.1,1.500,0,1:44.159
11,8,12,Di Resta,9,16.0,0.900,0,1:44.352
12,8,13,Vettel,9,16.6,0.500,0,1:44.484
13,8,14,Maldonado,9,18.1,1.500,0,1:45.198
14,8,15,Kovalainen,9,23.8,5.600,0,1:45.581
15,8,16,Hulkenberg,9,24.4,0.600,0,1:45.635
16,8,17,Ricciardo,9,25.0,0.500,0,1:45.951
17,8,18,Vergne,9,28.4,3.400,0,1:46.005
18,8,19,Petrov,9,28.5,0.000,0,1:46.654
19,8,20,Webber,9,29.3,0.800,1,1:43.010
20,8,21,Glock,9,34.1,4.800,0,1:46.291
21,8,22,Pic,9,36.3,2.100,0,1:46.407
22,8,23,de la Rosa,9,39.0,2.700,0,1:46.991
23,8,24,Karthikeyan,9,44.3,5.200,0,1:47.638
0,9,1,Rosberg,10, , ,0,1:43.579
1,9,2,Schumacher,10,4.7,4.700,0,1:44.109
2,9,3,Button,10,5.9,1.200,0,1:44.346
3,9,4,Raikkonen,10,6.4,0.500,0,1:44.431
4,9,5,Hamilton,10,7.0,0.500,0,1:44.300
5,9,6,Perez,10,7.6,0.600,0,1:44.378
6,9,7,Alonso,10,10.7,3.000,0,1:44.257
7,9,8,Kobayashi,OUT,13.5,2.800,1,
8,9,9,Massa,10,14.0,0.400,0,1:44.510
9,9,10,Grosjean,10,14.6,0.500,0,1:44.635
