,snap_num,pos,nick,lap,gap,int,pits,t
14,21,15,Vergne,21,42.4,0.500,1,1:43.917
15,21,16,Chilton,21,56.9,14.500,1,1:45.938
16,21,17,Van Der Garde,21,63.2,6.200,1,1:47.086
17,21,18,Pic,21,63.9,0.700,2,1:43.785
18,21,19,Bianchi,21,66.6,2.600,2,1:44.211
19,21,20,Webber,×,5L, ,2,
20,21,21,Sutil,×,15L, ,1,
21,21,22,Gutierrez,×,16L, ,0,
0,22,1,Button,21, , ,0,1:44.592
1,22,2,Alonso,21,0.3,0.300,1,1:44.558
2,22,3,Hamilton,21,4.9,4.500,1,1:44.675
3,22,4,Raikkonnen,21,5.8,1.000,1,1:44.216
4,22,5,Perez,21,11.6,5.700,0,1:45.128
5,22,6,Vettel,21,11.9,0.300,1,1:44.183
6,22,7,Hulkenberg,21,13.8,1.800,1,1:44.300
7,22,8,Massa,OUT,16.8,3.000,2,
8,22,9,Grosjean,21,21.0,4.100,1,1:44.725
9,22,10,Ricciardo,21,21.7,0.600,1,1:44.768
10,22,11,Rosberg,OUT,22.2,0.500,2,
11,22,12,Di Resta,21,22.3,0.100,1,1:44.460
12,22,13,Maldonado,21,38.1,15.700,1,1:44.874
13,22,14,Bottas,21,41.9,3.800,1,1:44.083
14,22,15,Vergne,21,42.4,0.500,1,1:43.917
15,22,16,Chilton,21,56.9,14.500,1,1:45.938
16,22,17,Van Der Garde,21,63.2,6.200,1,1:47.086
17,22,18,Pic,21,63.9,0.700,2,1:43.785
18,22,19,Bianchi,21,66.6,2.600,2,1:44.211
19,22,20,Webber,×,5L, ,2,
20,22,21,Sutil,×,15L, ,1,
21,22,22,Gutierrez,×,16L, ,0,
0,23,1,Button,21, , ,0,1:44.592
1,23,2,Alonso,21,0.3,0.300,1,1:44.558
2,23,3,Hamilton,21,4.9,4.500,1,1:44.675
3,23,4,Raikkonnen,21,5.8,1.000,1,1:44.216
4,23,5,Perez,21,11.6,5.700,0,1:45.128
5,23,6,Vettel,21,11.9,0.300,1,1:44.183
6,23,7,Hulkenberg,21,13.8,1.800,1,1:44.300
7,23,8,Massa,OUT,16.8,3.000,2,
8,23,9,Grosjean,21,21.0,4.100,1,1:44.725
9,23,10,Ricciardo,21,21.7,0.600,1,1:44.768
10,23,11,Rosberg,OUT,22.2,0.500,2,
11,23,12,Di Resta,21,22.3,0.100,1,1:44.460
12,23,13,Maldonado,21,38.1,15.700,1,1:44.874
13,23,14,Bottas,21,41.9,3.800,1,1:44.083
14,23,15,Vergne,21,42.4,0.500,1,1:43.917
15,23,16,Chilton,21,56.9,14.500,1,1:45.938
16,23,17,Van Der Garde,21,63.2,6.200,1,1:47.086
17,23,18,Pic,21,63.9,0.700,2,1:43.785
18,23,19,Bianchi,21,66.6,2.600,2,1:44.211
19,23,20,Webber,×,5L, ,2,
20,23,21,Sutil,×,15L, ,1,
21,23,22,Gutierrez,×,16L, ,0,
0,24,1,Button,21, , ,0,1:44.592
1,24,2,Alonso,21,0.3,0.300,1,1:44.558
2,24,3,Hamilton,21,4.9,4.500,1,1:44.675
3,24,4,Raikkonnen,21,5.8,1.000,1,1:44.216
4,24,5,Perez,21,11.6,5.700,0,1:45.128
5,24,6,Vettel,21,11.9,0.300,1,1:44.183
6,24,7,Hulkenberg,21,13.8,1.800,1,1:44.300
7,24,8,Massa,OUT,16.8,3.000,2,
8,24,9,Grosjean,21,21.0,4.100,1,1:44.725
9,24,10,Ricciardo,21,21.7,0.600,1,1:44.768
10,24,11,Rosberg,OUT,22.2,0.500,2,
