,snap_num,pos,nick,lap,gap,int,pits,t
0,3,1,Alonso,3, , ,0,1:30.921
1,3,2,Maldonado,3,0.9,0.900,0,1:30.597
2,3,3,Raikkonen,3,2.4,1.400,0,1:30.980
3,3,4,Rosberg,3,4.0,1.600,0,1:31.560
4,3,5,Grosjean,3,6.1,2.000,0,1:32.422
5,3,6,Schumacher,3,6.6,0.400,0,1:32.487
6,3,7,Vettel,3,7.0,0.400,0,1:32.299
7,3,8,Button,3,7.8,0.700,0,1:32.371
8,3,9,Kobayashi,3,8.6,0.700,0,1:32.727
9,3,10,Vergne,3,9.2,0.600,0,1:33.024
10,3,11,Massa,3,7.5,0.400,0,
11,3,12,Webber,3,8.1,0.500,0,
12,3,13,Di Resta,3,8.6,0.400,0,
13,3,14,Hulkenberg,3,8.9,0.300,0,
14,3,15,Ricciardo,3,9.4,0.400,0,
15,3,16,Kovalainen,3,9.8,0.400,0,
16,3,17,Senna,3,10.4,0.500,0,
17,3,18,Petrov,3,10.8,0.400,0,
18,3,19,Glock,3,11.4,0.600,0,
19,3,20,Hamilton,3,11.7,0.200,0,
20,3,21,Pic,3,12.4,0.700,0,
21,3,22,de la Rosa,3,12.8,0.400,0,
22,3,23,Karthikeyan,3,13.3,0.400,0,
23,3,24,Perez,OUT,30.9,17.600,1,
0,4,1,Alonso,3, , ,0,1:30.921
1,4,2,Maldonado,3,0.9,0.900,0,1:30.597
2,4,3,Raikkonen,3,2.4,1.400,0,1:30.980
3,4,4,Rosberg,3,4.0,1.600,0,1:31.560
4,4,5,Grosjean,3,6.1,2.000,0,1:32.422
5,4,6,Schumacher,3,6.6,0.400,0,1:32.487
6,4,7,Vettel,3,7.0,0.400,0,1:32.299
7,4,8,Button,3,7.8,0.700,0,1:32.371
8,4,9,Kobayashi,3,8.6,0.700,0,1:32.727
9,4,10,Vergne,3,9.2,0.600,0,1:33.024
10,4,11,Massa,3,7.5,0.400,0,
11,4,12,Webber,3,8.1,0.500,0,
12,4,13,Di Resta,3,8.6,0.400,0,
13,4,14,Hulkenberg,3,8.9,0.300,0,
14,4,15,Ricciardo,3,9.4,0.400,0,
15,4,16,Kovalainen,3,9.8,0.400,0,
16,4,17,Senna,3,10.4,0.500,0,
17,4,18,Petrov,3,10.8,0.400,0,
18,4,19,Glock,3,11.4,0.600,0,
19,4,20,Hamilton,3,11.7,0.200,0,
20,4,21,Pic,3,12.4,0.700,0,
21,4,22,de la Rosa,3,12.8,0.400,0,
22,4,23,Karthikeyan,3,13.3,0.400,0,
23,4,24,Perez,OUT,30.9,17.600,1,
0,5,1,Alonso,5, , ,0,1:29.988
1,5,2,Maldonado,5,1.1,1.100,0,1:30.011
2,5,3,Raikkonen,5,3.6,2.400,0,1:30.427
3,5,4,Rosberg,5,7.0,3.300,0,1:31.427
4,5,5,Grosjean,5,8.5,1.400,0,1:31.051
5,5,6,Schumacher,5,9.3,0.700,0,1:31.089
6,5,7,Vettel,5,10.0,0.700,0,1:31.264
7,5,8,Button,5,10.9,0.900,0,1:31.244
8,5,9,Kobayashi,5,10.2,0.500,0,1:31.843
9,5,10,Vergne,5,11.1,0.800,0,1:32.053
10,5,11,Massa,5,11.7,0.600,0,1:31.749
11,5,12,Webber,5,12.2,0.400,0,1:31.872
12,5,13,Di Resta,5,13.4,1.200,0,1:32.003
13,5,14,Hulkenberg,5,14.1,0.600,0,1:32.328
14,5,15,Ricciardo,5,15.1,1.000,0,1:33.015
15,5,16,Kovalainen,5,15.7,0.500,0,1:33.119
16,5,17,Hamilton,5,16.0,0.300,0,1:32.430
17,5,18,Senna,5,16.8,0.700,0,1:33.573
18,5,19,Petrov,5,17.5,0.600,0,1:33.280
19,5,20,Glock,5,20.0,2.400,0,1:34.293
20,5,21,de la Rosa,5,21.9,1.800,0,1:34.333
21,5,22,Karthikeyan,5,22.9,1.000,0,1:34.192
22,5,23,Pic,5,23.7,0.700,0,1:34.074
23,5,24,Perez,5,47.8,24.000,1,1:29.533
0,6,1,Alonso,5, , ,0,1:29.988
1,6,2,Maldonado,5,1.1,1.100,0,1:30.011
2,6,3,Raikkonen,5,3.6,2.400,0,1:30.427
3,6,4,Rosberg,5,7.0,3.300,0,1:31.427
4,6,5,Grosjean,5,8.5,1.400,0,1:31.051
5,6,6,Schumacher,5,9.3,0.700,0,1:31.089
6,6,7,Vettel,5,10.0,0.700,0,1:31.264
7,6,8,Button,5,10.9,0.900,0,1:31.244
8,6,9,Kobayashi,5,10.2,0.500,0,1:31.843
9,6,10,Vergne,5,11.1,0.800,0,1:32.053
10,6,11,Massa,5,11.7,0.600,0,1:31.749
11,6,12,Webber,5,12.2,0.400,0,1:31.872
12,6,13,Di Resta,5,13.4,1.200,0,1:32.003
13,6,14,Hulkenberg,5,14.1,0.600,0,1:32.328
14,6,15,Ricciardo,5,15.1,1.000,0,1:33.015
15,6,16,Kovalainen,5,15.7,0.500,0,1:33.119
16,6,17,Hamilton,5,16.0,0.300,0,1:32.430
17,6,18,Senna,5,16.8,0.700,0,1:33.573
18,6,19,Petrov,5,17.5,0.600,0,1:33.280
19,6,20,Glock,5,20.0,2.400,0,1:34.293
20,6,21,de la Rosa,5,21.9,1.800,0,1:34.333
21,6,22,Karthikeyan,5,22.9,1.000,0,1:34.192
22,6,23,Pic,5,23.7,0.700,0,1:34.074
23,6,24,Perez,5,47.8,24.000,1,1:29.533
0,7,1,Alonso,5, , ,0,1:29.988
1,7,2,Maldonado,5,1.1,1.100,0,1:30.011
2,7,3,Raikkonen,5,3.6,2.400,0,1:30.427
